PU;NAME;WGMS_ID;SURVEY_ID;SURVEY_DATE;REFERENCE_DATE;AREA_SURVEY_YEAR;AREA_CHANGE;ELEV_CH;ELEV_CH_UNC;INVESTIGATOR;SPONS_AGENCY;REFERENCE;REMARKS
CH;BRUNNENFIRN-W;4882;2033;20109999;19869999;0.711;-151;-15920;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 588.0. ID SGI 2010: A51F/19.
CH;BRUNNENHORN-N;5153;2296;20119999;19739999;0.008;-12;-11103;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1388.0. ID SGI 2010: A54M/46n.
CH;BRUNNI;427;390;20109999;19909999;2.308;-1000;-19320;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 418.0. ID SGI 2010: A51D/15.
CH;BUETLASSE-NW;5162;2304;20119999;19739999;0.024;-122;-13957;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1211.0. ID SGI 2010: A55A/02.
CH;BUETLASSE-SE;5160;2302;20119999;19739999;0.071;-17;-11628;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1224.0. ID SGI 2010: A54M/59n.
CH;CALDERAS;403;352;20099999;19919999;0.666;0;-24070;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2991.0. ID SGI 2010: E35/17.
CH;CALMUT-I;4742;1898;20109999;19739999;0.074;-81;-17762;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 435.0. ID SGI 2010: A14J/04.
CH;CALMUT-II;4746;1902;20109999;19739999;0.009;-35;-14569;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 446.0. ID SGI 2010: A14J/09n.
CH;CAMADRA VADREC DI;5749;2881;20109999;19909999;0.128;-71;-10595;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 748.0. ID SGI 2010: C42/02.
CH;CAMBRENA;399;349;20099999;19919999;1.266;0;-20170;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1697.0. ID SGI 2010: C93/11n.
CH;CAMBRENA-E (PART OF C93/09);5785;2917;20099999;19919999;0.007;-159;-20490;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1727.0. ID SGI 2010: C93/08.
CH;CANAL-I;4688;1845;20099999;19689999;0.102;-401;-18678;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1194.0. ID SGI 2010: A14D/06.
CH;CANAL-II;4689;1846;20099999;19689999;0.269;-458;-13875;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1188.0. ID SGI 2010: A14D/08.
CH;CANTON VADRET DA;5783;2915;20099999;19919999;0.014;-69;-29556;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1910.0. ID SGI 2010: C93/02.
CH;CANTUN VADREC DAL;5773;2905;20099999;19919999;0.783;-201;-16961;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1996.0. ID SGI 2010: C84/09.
CH;CASATSCHA GLATSCHER DA;4716;1872;20109999;19799999;0.215;-204;-19326;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 959.0. ID SGI 2010: A14G/09.
CH;CASLETTO VADRECC DI;5755;2887;20099999;19709999;0.024;-138;-11279;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1249.0. ID SGI 2010: C43/09.
CH;CASSINELL;4697;1853;20109999;19669999;0.012;-254;-19271;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1034.0. ID SGI 2010: A14D/24.
CH;CASTEL N VADREC DAL;5775;2907;20099999;19919999;1.283;-274;-17499;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2013.0. ID SGI 2010: C84/13.
CH;CASTEL SUD VADREC DAL;5776;2908;20099999;19919999;0.269;-463;-18058;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2042.0. ID SGI 2010: C84/14.
CH;CAVAGNOLI;464;463;20099999;19769999;0.428;-1000;-42410;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1555.0. ID SGI 2010: C14/17.
CH;CAVARDIRAS-I;4753;1909;20109999;19909999;0.056;-250;-12778;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 419.0. ID SGI 2010: A14L/04.
CH;CAVARDIRAS-II;4752;1908;20109999;19739999;0.012;-34;-14152;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 429.0. ID SGI 2010: A14L/03.
CH;CAVISTRAU;4773;1926;20109999;19799999;0.265;-110;-17315;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 277.0. ID SGI 2010: A14N/02.
CH;CAVREIN GLATSCHER DA;4757;1913;20109999;19739999;0.394;-145;-22600;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 276.0. ID SGI 2010: A14L/11.
CH;CAVREIN-W;4756;1912;20109999;19739999;0.137;-75;-19760;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 284.0. ID SGI 2010: A14L/10.
CH;CAVUORGA DA VUORZ;4777;1930;20109999;19739999;0.023;-68;-15258;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 166.0. ID SGI 2010: A14N/07.
CH;CCHILBIRITZEN;5849;2979;20099999;19799999;0.013;-122;-21954;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2948.0. ID SGI 2010: E45/09.
CH;CENGAL VADREC DAL;5779;2911;20099999;19919999;0.244;-197;-12985;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2038.0. ID SGI 2010: C85/08.
CH;CHALAUS VADRET DA;5864;2994;20089999;19859999;0.598;-402;-17931;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 73.0. ID SGI 2010: E52/05.
CH;CHALCHTALFIRN;4896;2046;20109999;19869999;0.322;-99;-16151;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 486.0. ID SGI 2010: A51F/40.
CH;CHALIN GLACIER DE;5702;2834;20109999;19619999;0.075;-121;-12143;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2185.0. ID SGI 2010: B95/01.
CH;CHALLIFIRN;5120;2264;20119999;19739999;0.856;-134;-14603;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 884.0. ID SGI 2010: A54L/38n.
CH;CHAMM (PART OF A10G/08);4639;1797;20089999;19859999;0.128;-84;-14659;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 127.0. ID SGI 2010: A10G/07.
CH;CHAMMLIJOCH;4808;1961;20109999;19739999;0.364;-34;-15015;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 170.0. ID SGI 2010: A50J/05.
CH;CHAMM-NW;5342;2482;20119999;19749999;0.009;-9;-3055;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1316.0. ID SGI 2010: B36/53n.
CH;CHAMM-SW VS;5328;2468;20119999;19749999;0.031;-4;-9925;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1343.0. ID SGI 2010: B36/30.
CH;CHAMM-SW VS;5343;2483;20119999;19749999;0.01;-17;-10238;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1345.0. ID SGI 2010: B36/54n.
CH;CHAMPATSCH-N;5852;2982;20099999;19919999;0.034;-109;-14843;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 303.0. ID SGI 2010: E46/05.
CH;CHANZILTI (PART OF B60/09);5532;2665;20119999;19819999;0.107;-111;-18952;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2254.0. ID SGI 2010: B60/08.
CH;CHANZLE;4814;1967;20109999;19719999;0.018;-12;-5082;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 10.0. ID SGI 2010: A50J/13.
CH;CHAPUETSCHIN VADRET DAL;5806;2938;20099999;19919999;0.348;-254;-19908;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1814.0. ID SGI 2010: E23/12.
CH;CHAPUETSCHIN VADRETTIN DAL;5815;2946;20099999;19919999;0.221;-56;-14762;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1827.0. ID SGI 2010: E25/03.
CH;CHAUX GLACIER DE LA;5618;2750;20109999;19839999;0.047;-226;-17069;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2481.0. ID SGI 2010: B82/02.
CH;CHEILLON;375;275;20109999;19889999;3.594;-1000;-21970;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2654.0. ID SGI 2010: B74/08.
CH;CHELENALP-S;4922;2072;20109999;19659999;0.004;-26;-9286;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 619.0. ID SGI 2010: A51F/72n.
CH;CHILCHALP;4682;1839;20109999;19899999;0.059;-386;-21548;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1049.0. ID SGI 2010: A13O/03.
CH;CHILCHBALM;5158;2300;20119999;19869999;0.078;-91;-6412;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1205.0. ID SGI 2010: A54M/56n.
CH;CHILCHWENG;5386;2525;20099999;19759999;0.012;-176;-21239;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1363.0. ID SGI 2010: B45/02.
CH;CHLEIN WINTERTAELLI;4640;1798;20089999;19629999;0.069;-39;-19947;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 141.0. ID SGI 2010: A10G/09.
CH;CHLI  (NO. 91);4787;1940;20089999;19739999;0.213;-167;-19899;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 30.0. ID SGI 2010: A15B/05.
CH;CHLI KROENTEN;4935;2084;20109999;19619999;0.053;-19;-19435;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 305.0. ID SGI 2010: A51G/02.
CH;CHLI KROENTEN-E;4947;2096;20109999;19619999;0.026;-89;-24131;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 306.0. ID SGI 2010: A51G/16n.
